id,question,category,tags
7737,What should I know about POLYETHYLENE GLYCOL 3350 before taking it?,General,polyethylene glycol 3350;fda;label;purelax;gentlelax;healthylax;gavilyte-h;comfortlax
7738,What should I know about POLYETHYLENE GLYCOL 3350 before taking it?,General,polyethylene glycol 3350;fda;label;purelax;gentlelax;healthylax;gavilyte-h;comfortlax
7739,What should I know about POLYETHYLENE GLYCOL 3350 before taking it?,General,polyethylene glycol 3350;fda;label;purelax;gentlelax;healthylax;gavilyte-h;comfortlax
7740,Can I take PureLax with other medications?,Drug Interactions,polyethylene glycol 3350;fda;label;purelax;gentlelax;healthylax;gavilyte-h;comfortlax;purelax;brand
7741,What are the side effects of GentleLax?,Adverse Reactions,polyethylene glycol 3350;fda;label;purelax;gentlelax;healthylax;gavilyte-h;comfortlax;gentlelax;brand
7742,How should I take HealthyLax?,Dosage,polyethylene glycol 3350;fda;label;purelax;gentlelax;healthylax;gavilyte-h;comfortlax;healthylax;brand
7743,Does DOXEPIN HYDROCHLORIDE interact with other medications?,Drug Interactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;interactions
7744,Can I take DOXEPIN HYDROCHLORIDE with blood pressure medication?,Drug Interactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;interactions;blood pressure
7745,Can I take DOXEPIN HYDROCHLORIDE with ibuprofen or aspirin?,Drug Interactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;interactions;nsaid
7746,Who should not take DOXEPIN HYDROCHLORIDE?,Contraindications,doxepin hydrochloride;fda;label;prudoxin;zonalon;contraindications
7747,How should I take DOXEPIN HYDROCHLORIDE?,Dosage,doxepin hydrochloride;fda;label;prudoxin;zonalon;dosage
7748,What is the recommended dose of DOXEPIN HYDROCHLORIDE?,Dosage,doxepin hydrochloride;fda;label;prudoxin;zonalon;dosage
7749,Can I take DOXEPIN HYDROCHLORIDE with food?,Dosage,doxepin hydrochloride;fda;label;prudoxin;zonalon;dosage;food
7750,Is DOXEPIN HYDROCHLORIDE safe during pregnancy?,Pregnancy,doxepin hydrochloride;fda;label;prudoxin;zonalon;pregnancy
7751,What are the side effects of DOXEPIN HYDROCHLORIDE?,Adverse Reactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;side effects
7752,Does DOXEPIN HYDROCHLORIDE cause drowsiness?,Adverse Reactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;drowsiness
7753,Can I take DOXEPIN HYDROCHLORIDE with alcohol?,Drug Interactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;alcohol;interactions
7754,Can I take DOXEPIN HYDROCHLORIDE with my other prescriptions?,Drug Interactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;interactions
7755,How do I store DOXEPIN HYDROCHLORIDE?,Storage,doxepin hydrochloride;fda;label;prudoxin;zonalon;storage
7756,What if I miss a dose of DOXEPIN HYDROCHLORIDE?,Dosage,doxepin hydrochloride;fda;label;prudoxin;zonalon;missed dose
7757,Is DOXEPIN HYDROCHLORIDE safe for children?,Children,doxepin hydrochloride;fda;label;prudoxin;zonalon;children;pediatric
7758,Can I take DOXEPIN HYDROCHLORIDE if I have kidney disease?,Special Populations,doxepin hydrochloride;fda;label;prudoxin;zonalon;kidney
7759,Can I take DOXEPIN HYDROCHLORIDE if I have liver disease?,Special Populations,doxepin hydrochloride;fda;label;prudoxin;zonalon;liver
7760,Does DOXEPIN HYDROCHLORIDE expire? How long can I keep it?,Storage,doxepin hydrochloride;fda;label;prudoxin;zonalon;expiration
7761,What should I do if I take too much DOXEPIN HYDROCHLORIDE?,Overdose,doxepin hydrochloride;fda;label;prudoxin;zonalon;overdose
7762,What should I know about DOXEPIN HYDROCHLORIDE before taking it?,General,doxepin hydrochloride;fda;label;prudoxin;zonalon
7763,Can I take Prudoxin with other medications?,Drug Interactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;prudoxin;brand
7764,What are the side effects of Zonalon?,Adverse Reactions,doxepin hydrochloride;fda;label;prudoxin;zonalon;zonalon;brand
7765,How should I take Prudoxin?,Dosage,doxepin hydrochloride;fda;label;prudoxin;zonalon;prudoxin;brand
7766,Does QUETIAPINE FUMARATE interact with other medications?,Drug Interactions,quetiapine fumarate;fda;label;interactions
7767,Can I take QUETIAPINE FUMARATE with blood pressure medication?,Drug Interactions,quetiapine fumarate;fda;label;interactions;blood pressure
7768,Can I take QUETIAPINE FUMARATE with ibuprofen or aspirin?,Drug Interactions,quetiapine fumarate;fda;label;interactions;nsaid
7769,Who should not take QUETIAPINE FUMARATE?,Contraindications,quetiapine fumarate;fda;label;contraindications
7770,How should I take QUETIAPINE FUMARATE?,Dosage,quetiapine fumarate;fda;label;dosage
7771,What is the recommended dose of QUETIAPINE FUMARATE?,Dosage,quetiapine fumarate;fda;label;dosage
7772,Can I take QUETIAPINE FUMARATE with food?,Dosage,quetiapine fumarate;fda;label;dosage;food
7773,Is QUETIAPINE FUMARATE safe during pregnancy?,Pregnancy,quetiapine fumarate;fda;label;pregnancy
7774,What are the side effects of QUETIAPINE FUMARATE?,Adverse Reactions,quetiapine fumarate;fda;label;side effects
7775,Does QUETIAPINE FUMARATE cause drowsiness?,Adverse Reactions,quetiapine fumarate;fda;label;drowsiness
7776,Can I take QUETIAPINE FUMARATE with alcohol?,Drug Interactions,quetiapine fumarate;fda;label;alcohol;interactions
7777,Can I take QUETIAPINE FUMARATE with my other prescriptions?,Drug Interactions,quetiapine fumarate;fda;label;interactions
7778,How do I store QUETIAPINE FUMARATE?,Storage,quetiapine fumarate;fda;label;storage
7779,What if I miss a dose of QUETIAPINE FUMARATE?,Dosage,quetiapine fumarate;fda;label;missed dose
7780,Is QUETIAPINE FUMARATE safe for children?,Children,quetiapine fumarate;fda;label;children;pediatric
7781,Can I take QUETIAPINE FUMARATE if I have kidney disease?,Special Populations,quetiapine fumarate;fda;label;kidney
7782,Can I take QUETIAPINE FUMARATE if I have liver disease?,Special Populations,quetiapine fumarate;fda;label;liver
7783,Does QUETIAPINE FUMARATE expire? How long can I keep it?,Storage,quetiapine fumarate;fda;label;expiration
7784,What should I do if I take too much QUETIAPINE FUMARATE?,Overdose,quetiapine fumarate;fda;label;overdose
7785,What should I know about QUETIAPINE FUMARATE before taking it?,General,quetiapine fumarate;fda;label
7786,How should I store QUETIAPINE FUMARATE?,Storage,quetiapine fumarate;fda;label;storage;dailymed
7787,Where can I find patient information for QUETIAPINE FUMARATE?,Patient Information,quetiapine fumarate;fda;label;dailymed
7788,"What are the warnings for ACETAMINOPHEN, ASPIRIN, CAFFEINE?",Warnings,"acetaminophen, aspirin, caffeine;fda;label;warnings"
7789,"Should I avoid ACETAMINOPHEN, ASPIRIN, CAFFEINE if I have certain conditions?",Warnings,"acetaminophen, aspirin, caffeine;fda;label;warnings;contraindications"
7790,"How should I take ACETAMINOPHEN, ASPIRIN, CAFFEINE?",Dosage,"acetaminophen, aspirin, caffeine;fda;label;dosage"
7791,"What is the recommended dose of ACETAMINOPHEN, ASPIRIN, CAFFEINE?",Dosage,"acetaminophen, aspirin, caffeine;fda;label;dosage"
7792,"Can I take ACETAMINOPHEN, ASPIRIN, CAFFEINE with food?",Dosage,"acetaminophen, aspirin, caffeine;fda;label;dosage;food"
7793,"Is ACETAMINOPHEN, ASPIRIN, CAFFEINE safe during pregnancy?",Pregnancy,"acetaminophen, aspirin, caffeine;fda;label;pregnancy"
7794,"Can I take ACETAMINOPHEN, ASPIRIN, CAFFEINE with alcohol?",Drug Interactions,"acetaminophen, aspirin, caffeine;fda;label;alcohol;interactions"
7795,"Can I take ACETAMINOPHEN, ASPIRIN, CAFFEINE with my other prescriptions?",Drug Interactions,"acetaminophen, aspirin, caffeine;fda;label;interactions"
7796,"How do I store ACETAMINOPHEN, ASPIRIN, CAFFEINE?",Storage,"acetaminophen, aspirin, caffeine;fda;label;storage"
7797,"What if I miss a dose of ACETAMINOPHEN, ASPIRIN, CAFFEINE?",Dosage,"acetaminophen, aspirin, caffeine;fda;label;missed dose"
7798,"Is ACETAMINOPHEN, ASPIRIN, CAFFEINE safe for children?",Children,"acetaminophen, aspirin, caffeine;fda;label;children;pediatric"
7799,"Can I take ACETAMINOPHEN, ASPIRIN, CAFFEINE if I have kidney disease?",Special Populations,"acetaminophen, aspirin, caffeine;fda;label;kidney"
7800,"Can I take ACETAMINOPHEN, ASPIRIN, CAFFEINE if I have liver disease?",Special Populations,"acetaminophen, aspirin, caffeine;fda;label;liver"
7801,"Does ACETAMINOPHEN, ASPIRIN, CAFFEINE expire? How long can I keep it?",Storage,"acetaminophen, aspirin, caffeine;fda;label;expiration"
7802,"What should I do if I take too much ACETAMINOPHEN, ASPIRIN, CAFFEINE?",Overdose,"acetaminophen, aspirin, caffeine;fda;label;overdose"
7803,"What should I know about ACETAMINOPHEN, ASPIRIN, CAFFEINE before taking it?",General,"acetaminophen, aspirin, caffeine;fda;label"
7804,"What should I know about ACETAMINOPHEN, ASPIRIN, CAFFEINE before taking it?",General,"acetaminophen, aspirin, caffeine;fda;label"
7805,"What should I know about ACETAMINOPHEN, ASPIRIN, CAFFEINE before taking it?",General,"acetaminophen, aspirin, caffeine;fda;label"
7806,"What should I know about ACETAMINOPHEN, ASPIRIN, CAFFEINE before taking it?",General,"acetaminophen, aspirin, caffeine;fda;label"
7807,"What should I know about ACETAMINOPHEN, ASPIRIN, CAFFEINE before taking it?",General,"acetaminophen, aspirin, caffeine;fda;label"
7808,Does TRAZODONE HYDROCHLORIDE interact with other medications?,Drug Interactions,trazodone hydrochloride;fda;label;raldesy;interactions
7809,Can I take TRAZODONE HYDROCHLORIDE with blood pressure medication?,Drug Interactions,trazodone hydrochloride;fda;label;raldesy;interactions;blood pressure
7810,Can I take TRAZODONE HYDROCHLORIDE with ibuprofen or aspirin?,Drug Interactions,trazodone hydrochloride;fda;label;raldesy;interactions;nsaid
7811,Who should not take TRAZODONE HYDROCHLORIDE?,Contraindications,trazodone hydrochloride;fda;label;raldesy;contraindications
7812,How should I take TRAZODONE HYDROCHLORIDE?,Dosage,trazodone hydrochloride;fda;label;raldesy;dosage
7813,What is the recommended dose of TRAZODONE HYDROCHLORIDE?,Dosage,trazodone hydrochloride;fda;label;raldesy;dosage
7814,Can I take TRAZODONE HYDROCHLORIDE with food?,Dosage,trazodone hydrochloride;fda;label;raldesy;dosage;food
7815,Is TRAZODONE HYDROCHLORIDE safe during pregnancy?,Pregnancy,trazodone hydrochloride;fda;label;raldesy;pregnancy
7816,What are the side effects of TRAZODONE HYDROCHLORIDE?,Adverse Reactions,trazodone hydrochloride;fda;label;raldesy;side effects
7817,Does TRAZODONE HYDROCHLORIDE cause drowsiness?,Adverse Reactions,trazodone hydrochloride;fda;label;raldesy;drowsiness
7818,Can I take TRAZODONE HYDROCHLORIDE with alcohol?,Drug Interactions,trazodone hydrochloride;fda;label;raldesy;alcohol;interactions
7819,Can I take TRAZODONE HYDROCHLORIDE with my other prescriptions?,Drug Interactions,trazodone hydrochloride;fda;label;raldesy;interactions
7820,How do I store TRAZODONE HYDROCHLORIDE?,Storage,trazodone hydrochloride;fda;label;raldesy;storage
7821,What if I miss a dose of TRAZODONE HYDROCHLORIDE?,Dosage,trazodone hydrochloride;fda;label;raldesy;missed dose
7822,Is TRAZODONE HYDROCHLORIDE safe for children?,Children,trazodone hydrochloride;fda;label;raldesy;children;pediatric
7823,Can I take TRAZODONE HYDROCHLORIDE if I have kidney disease?,Special Populations,trazodone hydrochloride;fda;label;raldesy;kidney
7824,Can I take TRAZODONE HYDROCHLORIDE if I have liver disease?,Special Populations,trazodone hydrochloride;fda;label;raldesy;liver
7825,Does TRAZODONE HYDROCHLORIDE expire? How long can I keep it?,Storage,trazodone hydrochloride;fda;label;raldesy;expiration
7826,What should I do if I take too much TRAZODONE HYDROCHLORIDE?,Overdose,trazodone hydrochloride;fda;label;raldesy;overdose
7827,What should I know about TRAZODONE HYDROCHLORIDE before taking it?,General,trazodone hydrochloride;fda;label;raldesy
7828,Can I take Raldesy with other medications?,Drug Interactions,trazodone hydrochloride;fda;label;raldesy;raldesy;brand
7829,What are the side effects of Raldesy?,Adverse Reactions,trazodone hydrochloride;fda;label;raldesy;raldesy;brand
7830,How should I take Raldesy?,Dosage,trazodone hydrochloride;fda;label;raldesy;raldesy;brand
7831,What are the warnings for VERAPAMIL HYDROCHLORIDE?,Warnings,verapamil hydrochloride;fda;label;verelan;calan;isoptin;warnings
7832,Should I avoid VERAPAMIL HYDROCHLORIDE if I have certain conditions?,Warnings,verapamil hydrochloride;fda;label;verelan;calan;isoptin;warnings;contraindications
7833,Does VERAPAMIL HYDROCHLORIDE interact with other medications?,Drug Interactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;interactions
7834,Can I take VERAPAMIL HYDROCHLORIDE with blood pressure medication?,Drug Interactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;interactions;blood pressure
7835,Can I take VERAPAMIL HYDROCHLORIDE with ibuprofen or aspirin?,Drug Interactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;interactions;nsaid
7836,Who should not take VERAPAMIL HYDROCHLORIDE?,Contraindications,verapamil hydrochloride;fda;label;verelan;calan;isoptin;contraindications
7837,How should I take VERAPAMIL HYDROCHLORIDE?,Dosage,verapamil hydrochloride;fda;label;verelan;calan;isoptin;dosage
7838,What is the recommended dose of VERAPAMIL HYDROCHLORIDE?,Dosage,verapamil hydrochloride;fda;label;verelan;calan;isoptin;dosage
7839,Can I take VERAPAMIL HYDROCHLORIDE with food?,Dosage,verapamil hydrochloride;fda;label;verelan;calan;isoptin;dosage;food
7840,Is VERAPAMIL HYDROCHLORIDE safe during pregnancy?,Pregnancy,verapamil hydrochloride;fda;label;verelan;calan;isoptin;pregnancy
7841,What are the side effects of VERAPAMIL HYDROCHLORIDE?,Adverse Reactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;side effects
7842,Does VERAPAMIL HYDROCHLORIDE cause drowsiness?,Adverse Reactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;drowsiness
7843,Can I take VERAPAMIL HYDROCHLORIDE with alcohol?,Drug Interactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;alcohol;interactions
7844,Can I take VERAPAMIL HYDROCHLORIDE with my other prescriptions?,Drug Interactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;interactions
7845,How do I store VERAPAMIL HYDROCHLORIDE?,Storage,verapamil hydrochloride;fda;label;verelan;calan;isoptin;storage
7846,What if I miss a dose of VERAPAMIL HYDROCHLORIDE?,Dosage,verapamil hydrochloride;fda;label;verelan;calan;isoptin;missed dose
7847,Is VERAPAMIL HYDROCHLORIDE safe for children?,Children,verapamil hydrochloride;fda;label;verelan;calan;isoptin;children;pediatric
7848,Can I take VERAPAMIL HYDROCHLORIDE if I have kidney disease?,Special Populations,verapamil hydrochloride;fda;label;verelan;calan;isoptin;kidney
7849,Can I take VERAPAMIL HYDROCHLORIDE if I have liver disease?,Special Populations,verapamil hydrochloride;fda;label;verelan;calan;isoptin;liver
7850,Does VERAPAMIL HYDROCHLORIDE expire? How long can I keep it?,Storage,verapamil hydrochloride;fda;label;verelan;calan;isoptin;expiration
7851,Can I take Verelan with other medications?,Drug Interactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;verelan;brand
7852,What are the side effects of Calan?,Adverse Reactions,verapamil hydrochloride;fda;label;verelan;calan;isoptin;calan;brand
7853,How should I take Isoptin?,Dosage,verapamil hydrochloride;fda;label;verelan;calan;isoptin;isoptin;brand
7854,What are the warnings for MAGNESIUM HYDROXIDE?,Warnings,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;warnings
7855,Should I avoid MAGNESIUM HYDROXIDE if I have certain conditions?,Warnings,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;warnings;contraindications
7856,How should I take MAGNESIUM HYDROXIDE?,Dosage,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;dosage
7857,What is the recommended dose of MAGNESIUM HYDROXIDE?,Dosage,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;dosage
7858,Can I take MAGNESIUM HYDROXIDE with food?,Dosage,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;dosage;food
7859,Can I take MAGNESIUM HYDROXIDE with alcohol?,Drug Interactions,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;alcohol;interactions
7860,Can I take MAGNESIUM HYDROXIDE with my other prescriptions?,Drug Interactions,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;interactions
7861,How do I store MAGNESIUM HYDROXIDE?,Storage,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;storage
7862,What if I miss a dose of MAGNESIUM HYDROXIDE?,Dosage,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;missed dose
7863,Is MAGNESIUM HYDROXIDE safe for children?,Children,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;children;pediatric
7864,Can I take MAGNESIUM HYDROXIDE if I have kidney disease?,Special Populations,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;kidney
7865,Can I take MAGNESIUM HYDROXIDE if I have liver disease?,Special Populations,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;liver
7866,Does MAGNESIUM HYDROXIDE expire? How long can I keep it?,Storage,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;expiration
7867,What should I do if I take too much MAGNESIUM HYDROXIDE?,Overdose,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;overdose
7868,What should I know about MAGNESIUM HYDROXIDE before taking it?,General,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006
7869,What should I know about MAGNESIUM HYDROXIDE before taking it?,General,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006
7870,What should I know about MAGNESIUM HYDROXIDE before taking it?,General,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006
7871,What should I know about MAGNESIUM HYDROXIDE before taking it?,General,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006
7872,What should I know about MAGNESIUM HYDROXIDE before taking it?,General,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006
7873,What should I know about MAGNESIUM HYDROXIDE before taking it?,General,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006
7874,Can I take Milantex with other medications?,Drug Interactions,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;milantex;brand
7875,What are the side effects of Pedia-Lax Chewable?,Adverse Reactions,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;pedia-lax chewable;brand
7876,How should I take Inon Ace Tablet?,Dosage,magnesium hydroxide;fda;label;milantex;pedia-lax chewable;inon ace tablet;inon ace solution;rolaids reformulated aug 2006;inon ace tablet;brand
7877,"What are the warnings for ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE?",Warnings,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;warnings"
7878,"Should I avoid ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE if I have certain conditions?",Warnings,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;warnings;contraindications"
7879,"How should I take ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE?",Dosage,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;dosage"
7880,"What is the recommended dose of ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE?",Dosage,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;dosage"
7881,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE with food?",Dosage,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;dosage;food"
7882,"Is ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE safe during pregnancy?",Pregnancy,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;pregnancy"
7883,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE with alcohol?",Drug Interactions,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;alcohol;interactions"
7884,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE with my other prescriptions?",Drug Interactions,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;interactions"
7885,"How do I store ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE?",Storage,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;storage"
7886,"What if I miss a dose of ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE?",Dosage,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;missed dose"
7887,"Is ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE safe for children?",Children,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;children;pediatric"
7888,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE if I have kidney disease?",Special Populations,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;kidney"
7889,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE if I have liver disease?",Special Populations,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;liver"
7890,"Does ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE expire? How long can I keep it?",Storage,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;expiration"
7891,"What should I do if I take too much ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE?",Overdose,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label;overdose"
7892,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE before taking it?",General,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label"
7893,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE before taking it?",General,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label"
7894,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE before taking it?",General,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label"
7895,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE before taking it?",General,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label"
7896,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE before taking it?",General,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride;fda;label"
7897,What are the warnings for ARNICA MONTANA?,Warnings,arnica montana;fda;label;warnings
7898,Should I avoid ARNICA MONTANA if I have certain conditions?,Warnings,arnica montana;fda;label;warnings;contraindications
7899,How should I take ARNICA MONTANA?,Dosage,arnica montana;fda;label;dosage
7900,What is the recommended dose of ARNICA MONTANA?,Dosage,arnica montana;fda;label;dosage
7901,Can I take ARNICA MONTANA with food?,Dosage,arnica montana;fda;label;dosage;food
7902,Is ARNICA MONTANA safe during pregnancy?,Pregnancy,arnica montana;fda;label;pregnancy
7903,Can I take ARNICA MONTANA with alcohol?,Drug Interactions,arnica montana;fda;label;alcohol;interactions
7904,Can I take ARNICA MONTANA with my other prescriptions?,Drug Interactions,arnica montana;fda;label;interactions
7905,How do I store ARNICA MONTANA?,Storage,arnica montana;fda;label;storage
7906,What if I miss a dose of ARNICA MONTANA?,Dosage,arnica montana;fda;label;missed dose
7907,Is ARNICA MONTANA safe for children?,Children,arnica montana;fda;label;children;pediatric
7908,Can I take ARNICA MONTANA if I have kidney disease?,Special Populations,arnica montana;fda;label;kidney
7909,Can I take ARNICA MONTANA if I have liver disease?,Special Populations,arnica montana;fda;label;liver
7910,Does ARNICA MONTANA expire? How long can I keep it?,Storage,arnica montana;fda;label;expiration
7911,What should I do if I take too much ARNICA MONTANA?,Overdose,arnica montana;fda;label;overdose
7912,What should I know about ARNICA MONTANA before taking it?,General,arnica montana;fda;label
7913,What should I know about ARNICA MONTANA before taking it?,General,arnica montana;fda;label
7914,What should I know about ARNICA MONTANA before taking it?,General,arnica montana;fda;label
7915,What should I know about ARNICA MONTANA before taking it?,General,arnica montana;fda;label
7916,What should I know about ARNICA MONTANA before taking it?,General,arnica montana;fda;label
7917,Does METHYLPHENIDATE HYDROCHLORIDE interact with other medications?,Drug Interactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;interactions
7918,Can I take METHYLPHENIDATE HYDROCHLORIDE with blood pressure medication?,Drug Interactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;interactions;blood pressure
